Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
smxIke5NSkMIExa6jLVw-g,Joe's Steam Rice Roll,422 Amsterdam Ave,"{'latitude': 40.78411, 'longitude': -73.977964}",174,4.5,10024
d_TC6Om2EBTzHVm_lCgNtg,Great NY Noodle Town,28 Bowery,"{'latitude': 40.715, 'longitude': -73.99706}",1446,3.5,10013
vLsTPg42rkgN5rUpNfg1OA,Da Long Yi Hot Pot,"159 Canal St, Fl 2 Unit E","{'latitude': 40.716557, 'longitude': -73.996583}",527,4.5,10013
kXYTWVIPTnCukSo2jfxZ8A,East River Eatery,408 E 64th St,"{'latitude': 40.7623, 'longitude': -73.959115}",76,4.5,10065
jWuUibgnTGsJibOrr6UUSw,Haidilao Hot Pot Flushing,138-23 39th Ave,"{'latitude': 40.76099, 'longitude': -73.827853}",1979,5.0,11354
iSjPBJRiWqrgxW7ZM3CGig,Birds of a Feather,191 Grand St,"{'latitude': 40.71442, 'longitude': -73.960441}",561,4.0,11211
6kCo3xb87Sc3Aa5ZSWzNnw,Kung Fu Kitchen,610 8th Ave,"{'latitude': 40.755631112182144, 'longitude': -73.99066}",496,3.5,10018
6dVXDdgzDEVt4DvHzpWo9w,Tang Pavilion,65 W 55th St,"{'latitude': 40.76275, 'longitude': -73.97725}",343,3.5,10019
B87c3bE_u53yNYO1cmHSIw,Flor de Mayo,2651 Broadway,"{'latitude': 40.797859, 'longitude': -73.969948}",634,4.0,10025
B7bxdtvLYR7Nmex4AIFd4w,RedFarm,2170 Broadway,"{'latitude': 40.782051, 'longitude': -73.980415}",727,3.5,10024
croh2zWlbPyCQTNS11klcg,China River 川聚院,258 W 44th St,"{'latitude': 40.75821, 'longitude': -73.98833}",263,4.0,10036
1jAB_uaI8-P_wSqOo2S3KQ,Mazu Szechuan,495 3rd Ave,"{'latitude': 40.745234, 'longitude': -73.97812}",111,4.5,10016
rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,110 E 7th St,"{'latitude': 40.72634, 'longitude': -73.98478}",400,4.0,10009
dpCSDy9uefOEcY44FHss2Q,Hyo Dong Gak,51 W 35th St,"{'latitude': 40.7501219, 'longitude': -73.9862269}",440,3.5,10001
C3tP0fNNAoxOAC3O406CXQ,Le Sia,651 9th Ave,"{'latitude': 40.76072, 'longitude': -73.99119}",129,4.5,10036
6zM0c7vvoddgza_qvKkATw,Golden Unicorn,18 E Broadway,"{'latitude': 40.7136770496642, 'longitude': -73.997163364418}",2015,3.5,10002
kBZggrnSP1kcUMnsnfkTaQ,Nan Xiang Xiao Long Bao - Flushing,"39-16 Prince St, Ste 104","{'latitude': 40.75924, 'longitude': -73.8326}",4400,4.0,11354
shwaY4v3fx9tjalvHVIBxQ,Tengri Tagh Uyghur Cuisine,144 W 37th St,"{'latitude': 40.75246221952214, 'longitude': -73.98871967056284}",81,4.5,10018
XfHgiIsoo1Pr_v04bx9ptg,Sushumai Asian Fusion,112 Stanton St,"{'latitude': 40.7211610690848, 'longitude': -73.9872866123915}",231,4.5,10002
UaQF4mv6hVjiegkwUvQeMQ,Dim Sum Chelsea,236 8th Ave,"{'latitude': 40.744624, 'longitude': -73.998649}",158,4.5,10011
2eR8ftw-GiTEwg3Y7Rm-MA,Mimi Cheng's Dumplings,179 2nd Ave,"{'latitude': 40.7305254, 'longitude': -73.986285}",712,3.5,10003
X4hEgOBOLTYFhlWO-gAFxQ,Tipsy Shanghai,228 Thompson St,"{'latitude': 40.72929, 'longitude': -73.99882}",356,4.0,10012
3oB2_2vpeIyxJt1GvlcZBA,Baodega,7 W 20th St,"{'latitude': 40.740201, 'longitude': -73.991727}",281,4.0,10011
RTFIMX31BPeZzx7kJJ1SCA,RedFarm,529 Hudson St,"{'latitude': 40.7342, 'longitude': -74.00652}",730,3.5,10014
ZWP7yq9C2bhCcLkMR9BmVw,Mala Project,245 East 53rd St,"{'latitude': 40.75712551924447, 'longitude': -73.96767713374987}",58,4.5,10022
fa5a7jksUak7yleWLWMigg,Joe’s Steam Rice Roll,261 Canal St,"{'latitude': 40.7190194496717, 'longitude': -74.0008207038045}",463,4.0,10013
qvX5If0CwM1RGzP3ie4SKA,Dumpling N' Dips,5 St Marks Pl,"{'latitude': 40.72944, 'longitude': -73.98934}",118,5.0,10003
TzhAlljC_843JO7UDDUIaQ,The Tang - Upper West Side,920 Amsterdam Ave,"{'latitude': 40.80006, 'longitude': -73.96639}",285,4.5,10025
kWJF8L1u5jdlkLBItUu16w,Bo Ky Restaurant,80 Bayard St,"{'latitude': 40.71579, 'longitude': -73.99867}",896,3.5,10013
anayUOcPkiAvijszwOf_Rw,Spring Cafe,153D Centre St,"{'latitude': 40.71792, 'longitude': -74.00021}",185,4.5,10013
RkcQl4uEJWblWf4xX8ssqQ,Wa Jeal Sichuan Chili House,1588 2nd Ave,"{'latitude': 40.77536, 'longitude': -73.95317}",440,3.5,10028
nzqNfNXjtB6bxp-UN7xXkA,Bao Bao Cafe,214 W 39th Street Retail 101,"{'latitude': 40.75432, 'longitude': -73.989333}",89,4.5,10018
U74_3F7r3tMhd6dmTmDBxQ,Macao Trading Company,311 Church St,"{'latitude': 40.719623, 'longitude': -74.003904}",840,4.0,10013
Qgv2vyUV-DwK8YwrhU-jtw,Lan Sheng Restaurant,128 W 36th St,"{'latitude': 40.7517141867087, 'longitude': -73.9883603449123}",218,4.0,10018
JaKLZrh1Y_2qB_0Gc3bk3A,Ollie's Sichuan,411 W 42nd St,"{'latitude': 40.75884, 'longitude': -73.99319}",591,3.5,10036
sBCJYLPNJuagg-aJ3Y_ozQ,Cheli,"19 St Marks Pl, Ste 23","{'latitude': 40.72925, 'longitude': -73.9886}",250,4.0,10003
kNOr6_g6QfBHdhf89j3g5w,Taiwan Pork Chop House,3 Doyers St,"{'latitude': 40.71429, 'longitude': -73.99798}",594,4.0,10013
91rrB0aH3caC70oCkxAynA,Deluxe Green Bo,66 Bayard St,"{'latitude': 40.715540215765, 'longitude': -73.9981645926656}",784,4.0,10013
A0saPXtRGKl-SVJGQyQAOw,Brooklyn Chop House,150 Nassau St,"{'latitude': 40.71151, 'longitude': -74.00597}",900,4.0,10038
Dqu-5RxNbbpBsL1Ssht9Ng,Hunan Slurp,112 1st Ave,"{'latitude': 40.72669, 'longitude': -73.98563}",256,4.0,10009
Y92VtOkTZ6BirkJbUKCMOw,Rong Cheng House,242 W 56th St,"{'latitude': 40.76572, 'longitude': -73.98286}",127,4.0,10019
R8V6kbUtyfPAwNNu46vMvg,Tonii’s Fresh Rice Noodle,83 Bayard St,"{'latitude': 40.715608, 'longitude': -73.998949}",285,4.5,10013
zYoL-o9YJpGTwJ-Gmj8AFA,Jue Lan Club,49 W 20th St,"{'latitude': 40.7409694, 'longitude': -73.9934031}",733,3.5,10011
1Duix1fA6zcJGdYAmBPkmw,Dumpling Man,100 Saint Marks Pl,"{'latitude': 40.727171, 'longitude': -73.9847508}",890,3.5,10009
mIbmzqQ473BUF8cngXXs_Q,Joy Love Club,232 8th Ave,"{'latitude': 40.7444, 'longitude': -73.99891}",126,4.5,10011
R3UNnA8EbjhNWBHS0wJ0VA,Grand Sichuan Eastern,1049 2nd Ave,"{'latitude': 40.75831, 'longitude': -73.96636}",274,3.5,10022
0cQcKV7eCOhw7OnflOzr9w,Zhongzhong Noodles - Roosevelt Island,568 Main St,"{'latitude': 40.762592, 'longitude': -73.949215}",76,4.5,10044
EFihj7vsRRXiF5la-UURyw,Hop Kee,21 Mott St,"{'latitude': 40.714458, 'longitude': -73.998889}",880,3.5,10013
g_5V15Xp1OvB1QXuGMstYA,Chef Yu,"520 8th Ave, GFL","{'latitude': 40.75352133489135, 'longitude': -73.99226032843487}",635,3.0,10018
UiBQ8Uyu4wfOtEM1Rr8ycA,Shanghai Asian Cuisine,14A Elizabeth St,"{'latitude': 40.7159077, 'longitude': -73.997383}",582,4.0,10013
vQe7_ZW_jBSWKtgSiXGIOA,Soup Dumpling Plus,"1550 Lemoine Ave, Ste 109","{'latitude': 40.84757, 'longitude': -73.9706099}",1214,4.5,07024
QaolMEijS7L6eodSneOdng,Tri Dim Shanghai West,467 Columbus Ave,"{'latitude': 40.78412, 'longitude': -73.97368}",206,4.0,10024
XkL6fOBtaIqVCMXVCY9row,H K Wonton Garden,79 Mulberry St,"{'latitude': 40.71642137299297, 'longitude': -73.99916149907413}",791,3.5,10013
iKW9zBGWfE9CM6MfK0UtjA,Fong On,81 Division St,"{'latitude': 40.7141678, 'longitude': -73.99370557235935}",236,4.5,10002
ovOupYdkZOWUeDMOdt--ng,China North Dumpling 北方鍋貼,"27 Essex St, Ste A","{'latitude': 40.7158, 'longitude': -73.9898}",362,4.0,10002
Sj2StOWkhHIPE6_sS5RMCQ,Evergreen On 38,10 E 38th St,"{'latitude': 40.75041, 'longitude': -73.98199}",297,3.5,10016
9-vKFnUby_6-pR6UJxjzMw,Sun Hing Lung Co,58 Henry St,"{'latitude': 40.7127362, 'longitude': -73.9950764600962}",222,4.5,10002
RoqLH-4rDugHlduthnZggg,Flame Hibachi,"381 3rd Ave, 2FL","{'latitude': 40.74152, 'longitude': -73.98097}",202,4.0,10016
_lx7nuvXU7LhDRL3a9TMAw,DD Soup Dumpling,"321 W 42nd St, 1A","{'latitude': 40.757906, 'longitude': -73.990692}",88,4.5,10036
yj9vVa08ABH6BBOLHMfJag,Bund Dumpling House,25-08 Broadway,"{'latitude': 40.7631578922095, 'longitude': -73.9282292}",304,4.0,11106
vgG8hgJbPLKfx-n9TYqCDw,Ling Kee Beef Jerky,42 Canal St,"{'latitude': 40.71466, 'longitude': -73.99148}",193,4.5,10002
GAFqRBlqZpLK2vYbiqzYhA,Peppercorn Station,66 W 39th St,"{'latitude': 40.75266, 'longitude': -73.98512}",73,4.5,10018
nAcVK-Y1_ojsRF_04o-x-A,Yin Ji Chang Fen Rice Roll,91 Bayard St,"{'latitude': 40.71583, 'longitude': -73.999336}",376,4.0,10013
WVsPyl-DGRu0O_rQYdIMVQ,The Best Sichuan,47 W 39th St,"{'latitude': 40.75266, 'longitude': -73.98459}",95,4.5,10018
NebgteFykeM1gwiVgPcCHw,The Handpulled Noodle,"3600 Broadway, Ste 3","{'latitude': 40.828384, 'longitude': -73.948674}",1105,4.0,10031
RoXFN-T1s6moM5smbY_5Gw,Mee Noodle Shop,795 9th Ave,"{'latitude': 40.7653751, 'longitude': -73.9879042}",562,3.0,10019
dDXtga5Kgo5B1twdezcZJA,Auntie Guan's Kitchen ,108 W 14th St,"{'latitude': 40.73748, 'longitude': -73.99752}",380,3.5,10011
Qwd4Tv-CqgO2Yl9zZgkKOQ,Shun Lee Palace,155 E 55th St,"{'latitude': 40.75945, 'longitude': -73.96907}",332,3.0,10022
62Kedrco374IuZ_OFb0BxA,3 Times,818 Broadway,"{'latitude': 40.73285, 'longitude': -73.99104}",232,4.0,10003
v2dtG37r1ThqtfEfiFsAUg,Shanghai Mong,30 W 32nd St,"{'latitude': 40.7476119995117, 'longitude': -73.9871597290039}",616,3.0,10001
EN9_LsFpY44Hkzcnu0jfIg,Dynasty Dim Sum,381 3rd Ave,"{'latitude': 40.74148, 'longitude': -73.98087}",194,4.0,10016
lKxmH-hQ6ezKbq4URKrd-Q,May Wah Fast Food,190 Hester St,"{'latitude': 40.71825, 'longitude': -73.99842}",412,4.0,10013
pPqEu60FMffpiWqk2MCrVA,Hutaoli Music Restaurant & Bar,42 W 33rd St,"{'latitude': 40.748413, 'longitude': -73.9871229}",174,4.0,10001
bGOZTD9O00OkVA1Pkt3OuQ,A A Jing,689 9th Ave,"{'latitude': 40.762, 'longitude': -73.99041}",300,3.5,10036
LpSjWO4ZU6rbxGUetRp1mA,King Dumplings,74 Hester St,"{'latitude': 40.71605, 'longitude': -73.99169}",240,4.5,10002
m2_ZNFos5ugAwe8ft8eaEw,Eim Khao Mun Kai Elmhurst,81-32 Broadway,"{'latitude': 40.7429414097644, 'longitude': -73.8832733356575}",523,4.0,11373
8plXW6ZQI1awPu1scms3jQ,Silky Kitchen,138 W 46th St,"{'latitude': 40.757889, 'longitude': -73.984009}",66,4.5,10036
spJTHaNjEzKwoEiYWR1ggA,Ping's Seafood,22 Mott St,"{'latitude': 40.714442, 'longitude': -73.998636}",772,3.5,10013
MdDj13LgIs0WdbIdiyqB7Q,Pinch Chinese,177 Prince St,"{'latitude': 40.72645222833495, 'longitude': -74.0017973317552}",447,4.0,10012
