Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
bnaeQCoBiQ7a5IfyBkrGCg,MIFUNE New York,245 E 44th St,"{'latitude': 40.75157, 'longitude': -73.97172}",223,4.0,10017
ZO7oni3s8jNG6NUztCQRWQ,Poké Inn,357 W 49th St,"{'latitude': 40.7626689, 'longitude': -73.9885916}",178,4.5,10019
AjlmpAQV8W4--y0EksO-9g,Simple NYC,109 Eldridge St,"{'latitude': 40.71821, 'longitude': -73.99223}",347,4.5,10002
GfC7pvsvhZX4-QAeZ3z_Vg,Kuruma Zushi,"7 E 47th St, Fl 2","{'latitude': 40.756534576416, 'longitude': -73.9776763916016}",237,4.0,10017
Jcp-SJpnkhj_MD8-aDIHaQ,Ippudo 5th Avenue,24 W 46th St,"{'latitude': 40.75639, 'longitude': -73.98046}",440,3.5,10036
YoR6ouUwehLFnBQ7RAjPlw,Zawa Japanese,354 E 66th St,"{'latitude': 40.76397, 'longitude': -73.9592}",146,4.5,10065
n1xpGOPa7XRq4or7QLjzHw,DokoDemo,89 E 4th St,"{'latitude': 40.72638, 'longitude': -73.98964}",374,4.5,10003
mm8gYHxaLLRyv3CslY40TA,Suzuki Shokudo,38-01 31st St,"{'latitude': 40.75353, 'longitude': -73.93184}",189,4.5,11101
UTLEGU4mLmB26DiX99Ggxw,Tamashii Blue,47-36 Vernon Blvd,"{'latitude': 40.74452, 'longitude': -73.9538}",301,4.0,11101
D65eObUbArHu6UiQsUasgw,HinoMaru Ramen,33-18 Ditmars Blvd,"{'latitude': 40.774889916651, 'longitude': -73.9092001318932}",953,4.0,11105
HFn1sPqKSzvxaMk2n2ZtJw,Kotobuki Manhattan,56 3rd Ave,"{'latitude': 40.731107, 'longitude': -73.98912}",709,4.0,10003
3Jr_9I2ouYHDNk8XWKdZ3w,Sasabune,401 E 73rd St,"{'latitude': 40.76846, 'longitude': -73.95515}",423,4.0,10021
0eLtFI6MeEYM2rlMtcjRaQ,E.A.K. RAMEN and IZAKAYA by MACHIDA SHOTEN Hell’s Kitchen,360 W 46th St,"{'latitude': 40.76055191347044, 'longitude': -73.99018342883555}",241,4.0,10036
_2V0as8DZDwVxAi3ZJ0JkA,Raku - It's Japanese II,57 W 76th St,"{'latitude': 40.779997, 'longitude': -73.976516}",397,4.0,10023
-Exv1AEsaKU6Cdb2TO_ZUg,The Lobster Club,98 E 53rd St,"{'latitude': 40.758301, 'longitude': -73.971868}",134,4.0,10022
ckuFutONOBo_rrscCkLUBw,Susuru Ramen,33-19 36th Ave,"{'latitude': 40.755651, 'longitude': -73.927372}",147,5.0,11106
DW6QH9hNP5kgkg-5UDS9wQ,Shinn East,119 E 7th St,"{'latitude': 40.7265202, 'longitude': -73.98429}",201,4.5,10009
VVlHJ6_sJbRAodV5lCzBnA,Kanoyama,175 2nd Ave,"{'latitude': 40.730545186039, 'longitude': -73.986544028849}",715,4.0,10003
y_ylOQzCP-9D_4DcUIJ3jA,Shabu Tatsu East Village,216 E 10th St,"{'latitude': 40.729147, 'longitude': -73.985906}",671,4.0,10003
7j6CGUCw93gEsYqSetCstw,Hamachi 34,56 E 34th St,"{'latitude': 40.7472269, 'longitude': -73.9822477}",431,4.0,10016
W_ebg9LGWmhuzffKnguwoQ,Sake Kawa,32-05 36th Ave,"{'latitude': 40.7563, 'longitude': -73.92855}",210,4.5,11106
xUD5j3fq3CExLfyV-GhHPA,Tabata Ramen,540 9th Ave,"{'latitude': 40.756877, 'longitude': -73.993382}",652,3.5,10018
7MzisfVMYsZYTFJv9Unpzw,Mr. Taka Ramen,170 Allen St,"{'latitude': 40.72128, 'longitude': -73.98903}",619,4.0,10002
ocnHpILS80DHL--34L8xpw,Sushi Noz,181 E 78th St,"{'latitude': 40.77385, 'longitude': -73.95813}",174,4.5,10075
iGmQlzlI4g2ky8cogfDpnQ,SUGARFISH by sushi nozawa - Midtown East,152 E 53rd St,"{'latitude': 40.7579096, 'longitude': -73.9702782}",89,4.5,10022
FXimZKjpMjbDR20M2ruhvg,Sapps,27-26 Jackson Ave,"{'latitude': 40.74762, 'longitude': -73.94008}",272,4.0,11101
Gb79W0yuQfJvu0V0SDC0Ag,Aya Sushi,314 W 39th St,"{'latitude': 40.75561, 'longitude': -73.99207}",343,4.0,10018
dMU62c3NKm7AFy90sA-Xtw,Kogane Ramen-Manhattan,337 W 14th St,"{'latitude': 40.74066, 'longitude': -74.00426}",281,4.5,10014
ct58a_D8Z8DoJt7luB50wQ,Ramen Ishida,122 Ludlow St,"{'latitude': 40.7196298, 'longitude': -73.988366}",285,4.5,10002
ynR4-QgEOsE7VhNfIWo73w,Secchu Yokota,"199 E 3rd St, Fl 1","{'latitude': 40.722841651410874, 'longitude': -73.9831015}",143,5.0,10009
s2ii7iNxb0-hGVxHf0yexw,Menkoi Sato,7 Cornelia St,"{'latitude': 40.7316536618558, 'longitude': -74.0017022376845}",305,4.5,10014
AsCEdN4DlJsfIvA3H_jrAw,Tenho Ramen,542 3rd Ave,"{'latitude': 40.74717, 'longitude': -73.97728}",181,4.5,10016
