Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
8xpGj_YkI2X6QxqXUJPw7g,7th Street Burger,91 E 7th St,"{'latitude': 40.72697, 'longitude': -73.98546}",242,4.5,10009
gosjtZsjmPTIBY4eB4qD2Q,Bravest,700 2nd Ave,"{'latitude': 40.747115, 'longitude': -73.973961}",227,4.0,10016
UuY1QCxWybMF0IMxAYG06w,Emmy Squared Pizza - Williamsburg,364 Grand St,"{'latitude': 40.712168, 'longitude': -73.955707}",758,4.0,11211
C74MT6T_Ew0fCZjuWU96jQ,The Junction,329 Lexington Ave,"{'latitude': 40.74928, 'longitude': -73.97731}",205,4.0,10016
YKKBezfMxcwAYczzXl0rUg,Jackson Hole Burgers,521 3rd Ave,"{'latitude': 40.74618381643477, 'longitude': -73.97751027055217}",460,3.5,10016
6jsGtz0vwEGZ44urQKQkeQ,Shopsin's,"88 Essex St, Essex St Market","{'latitude': 40.718595, 'longitude': -73.988157}",741,4.0,10002
Nzalb1MxWXe0LC41POy4Qw,Yia Yia's- Homemade Greek Food,404 E 69th St,"{'latitude': 40.76563, 'longitude': -73.95711}",236,4.0,10021
f-sL-VgQzte0StcqI3KkJw,West Bank Cafe,407 W 42nd St,"{'latitude': 40.7588229, 'longitude': -73.9932283}",272,4.0,10036
L_TG8AAIRmnjj67QRKvgkw,Dylan Murphy's,1453 3rd Ave,"{'latitude': 40.7763, 'longitude': -73.95549}",255,4.0,10028
ySbVtwa_PHQIlnKVMNSNeQ,Shake Shack,215 Murray St,"{'latitude': 40.715283, 'longitude': -74.014799}",973,4.0,10282
Zn7SePLk6i5WFUeX8OK4Bw,Five Guys,36 W 48th St,"{'latitude': 40.75781, 'longitude': -73.979967}",202,4.0,10036
PcXQm5RXbNZP2GQKHu0QNQ,Pao De Queijo,31-90 30th St,"{'latitude': 40.762659, 'longitude': -73.9261018}",385,4.0,11106
0EIIFAq7YmPk3tgPzVx82g,5 Napkin Burger,2315 Broadway,"{'latitude': 40.787122, 'longitude': -73.9780435}",945,3.5,10024
_9TDcp-kRMeLyje8gMopDg,Joy Burger Bar,1567 Lexington Ave,"{'latitude': 40.78851, 'longitude': -73.94884}",604,3.5,10029
uQ0kF3fiJFDm0oDVRaMBkw,Carla,25-03 40th Avenue,"{'latitude': 40.753517, 'longitude': -73.937647}",133,4.5,11101
60_ONUWGij1TbvDHSEcOpQ,P.J. Clarke's,"44 W 63rd St, Lincoln Square","{'latitude': 40.7713765, 'longitude': -73.9824758}",921,3.0,10023
8Wk7ciMcn3rPASMmN3tF_w,Barcade,148 W 24th St,"{'latitude': 40.744243, 'longitude': -73.994506}",468,3.5,10011
XzxlmC5W37klZXzSHrwOtA,Carnegie John's,56th St & 7th Ave,"{'latitude': 40.7648470396513, 'longitude': -73.9805518728638}",90,4.5,10011
uYLIo8FCr9Ug5SFORDdsPA,The Burgary,67 Clinton St,"{'latitude': 40.71944096840517, 'longitude': -73.9850998321304}",297,4.0,10002
Jt1rwPZPKGdN9BcHCjPgWQ,EJ's Luncheonette,1271 3rd Ave,"{'latitude': 40.7705399, 'longitude': -73.95981}",520,3.5,10021
